"PDF.Link","Record.Num","Originator","Pages","Current.Classification","Document.Date","Document.Type","To","From","Date.of.Review","Title","Comments"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10093-10010.pdf"" target=""_blank"">View PDF</a>","104-10093-10010","CIA",1,"Not Marked",1963-10-15,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","MEXICO CITY","4/26/2018","CABLE RE CUBAN EXILES IN NEW YORK.","JFK32 : F3 : 20040107-1031265 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10093-10065.pdf"" target=""_blank"">View PDF</a>","104-10093-10065","CIA",2,"Secret",1963-01-01,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","MEXICO CITY","4/26/2018","CABLE REQUESTING NAME TRACES.","JFK32 : F3 : 1996.02.13.15:02:43:220028 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10093-10109.pdf"" target=""_blank"">View PDF</a>","104-10093-10109","CIA",2,"Secret",1963-10-23,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","MEXICO CITY","4/26/2018","CABLE.","JFK32 : F3 : 1996.02.13.16:26:50:130028 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10093-10266.pdf"" target=""_blank"">View PDF</a>","104-10093-10266","CIA",2,"Secret",1963-01-01,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","MEXICO CITY","4/26/2018","CABLE RE DEVELOPMENTS AS RESULT OF MEETINGS.","JFK32 : F4 : 1996.02.26.17:08:23:910028 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10093-10279.pdf"" target=""_blank"">View PDF</a>","104-10093-10279","CIA",1,"Secret",1963-11-02,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","MEXICO CITY","4/26/2018","CABLE RE IDENTIFICATION.","JFK32 : F4 : 1996.02.26.17:33:12:380028 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10098-10328.pdf"" target=""_blank"">View PDF</a>","104-10098-10328","CIA",1,"Not Marked",1963-12-17,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","MEXICO","4/26/2018","OPS CABLE REQUESTING ADVANCE OF FUNDS","JFK32 : F7 : 20040107-1031664 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10098-10391.pdf"" target=""_blank"">View PDF</a>","104-10098-10391","CIA",1,"Not Marked",1963-12-20,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","MEXICO","4/26/2018","IDENTITY CABLE","JFK32 : F7 : 20040107-1031683 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10100-10034.pdf"" target=""_blank"">View PDF</a>","104-10100-10034","CIA",5,"Not Marked",1963-11-27,"PAPER - TEXTUAL DOCUMENT","BOOK CABLE (MULTIPLE ADDEES)","DIRECTOR","4/26/2018","REVIEW OF PENETRATION PROGRAM SHOWS EFFORTS HAVE NOT ACHIEVED ANY SIGNIFICANT RESULTS AND CONTINUATION OF PROGRAM NO LONGER WARRANTED","JFK33 : F7 : 20040108-1032238 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10100-10065.pdf"" target=""_blank"">View PDF</a>","104-10100-10065","CIA",1,"Secret",1963-11-29,"PAPER - TEXTUAL DOCUMENT","MEXICO CITY","DIRECTOR","4/26/2018","IDEN CABLE FOR DIRECTOR 85975.","JFK33 : F7 : 1993.07.20.11:32:18:150540 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10100-10087.pdf"" target=""_blank"">View PDF</a>","104-10100-10087","CIA",1,"Secret",1963-09-30,"PAPER - TEXTUAL DOCUMENT","MEXICO","CIA","4/26/2018","IDEN CABLE","JFK33 : F5 : 1994.02.24.19:45:59:750006 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10100-10152.pdf"" target=""_blank"">View PDF</a>","104-10100-10152","CIA",1,"Not Marked",1963-10-08,"PAPER - TEXTUAL DOCUMENT","PARIS/LCPIPIT","DIRECTOR","4/26/2018","IDEN CABLE FOR DIRECTOR 74042","JFK33 : F5 : 20040108-1032291 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10100-10157.pdf"" target=""_blank"">View PDF</a>","104-10100-10157","CIA",1,"Not Marked",1963-10-08,"PAPER - TEXTUAL DOCUMENT","MEXICO CITY","DIRECTOR","4/26/2018","IDEN CABLE FOR DIRECTOR 74185","JFK33 : F5 : 20040108-1032300 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10100-10192.pdf"" target=""_blank"">View PDF</a>","104-10100-10192","CIA",1,"Secret",1963-10-11,"PAPER - TEXTUAL DOCUMENT","BRUSSELS","DIRECTOR","4/26/2018","CABLE RE HURRICANE FLORA DAMAGE AND EFFECT ON SABOTAGE OPERATIONS","JFK33 : F5 : 1994.03.28.18:52:47:090006 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10100-10199.pdf"" target=""_blank"">View PDF</a>","104-10100-10199","CIA",5,"Not Marked",1963-10-12,"PAPER - TEXTUAL DOCUMENT","MEXICO CITY","DIRECTOR","4/26/2018","CABLE RE POSSIBLE CHINESE CANDIDATE FOR DEFECTOR","JFK33 : F5 : 20040108-1032321 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10100-10200.pdf"" target=""_blank"">View PDF</a>","104-10100-10200","CIA",1,"Not Marked",1963-10-12,"PAPER - TEXTUAL DOCUMENT","MEXICO CITY","DIRECTOR","4/26/2018","IDEN CABLE FOR DIRECTOR 75338","JFK33 : F5 : 20040108-1032322 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10100-10239.pdf"" target=""_blank"">View PDF</a>","104-10100-10239","CIA",1,"Secret",1963-10-18,"PAPER - TEXTUAL DOCUMENT","(JM)WAVE","DIRECTOR","4/26/2018","IDEN CABLE FOR DIRECTOR 76694","JFK33 : F6 : 1996.07.23.12:15:50:310075 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10100-10247.pdf"" target=""_blank"">View PDF</a>","104-10100-10247","CIA",1,"Not Marked",1963-10-21,"PAPER - TEXTUAL DOCUMENT","MEXICO CITY","DIRECTOR","4/26/2018","IDEN CABLE FOR DIRECTOR 77179","JFK33 : F6 : 20040108-1032341 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10101-10109.pdf"" target=""_blank"">View PDF</a>","104-10101-10109","CIA",1,"Secret",1963-12-02,"PAPER - TEXTUAL DOCUMENT","MEXICO CITY","DIRECTOR","4/26/2018","CABLE: IDENS A-C","JFK33 : F8 : 1997.05.07.08:22:37:950106 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10101-10124.pdf"" target=""_blank"">View PDF</a>","104-10101-10124","CIA",1,"Secret",1963-12-04,"PAPER - TEXTUAL DOCUMENT","MEXICO CITY AND OTHERS","DIRECTOR","4/26/2018","CABLE:IDEN: ( ) CORAL GABLES, FLORIDA","JFK33 : F8 : 1997.05.08.17:25:15:750106 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10101-10129.pdf"" target=""_blank"">View PDF</a>","104-10101-10129","CIA",1,"Secret",1963-12-04,"PAPER - TEXTUAL DOCUMENT","MEXICO CITY","DIRECTOR","4/26/2018","CABLE:IDENS","JFK33 : F8 : 1997.05.12.07:49:15:200106 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10101-10134.pdf"" target=""_blank"">View PDF</a>","104-10101-10134","CIA",3,"Secret",1963-12-05,"PAPER - TEXTUAL DOCUMENT","PARIS INFO MEXICO CITY","DIRECTOR","4/26/2018","CABLE:FOR MEXI:HQS ANS TO REF SAID: A) AGREE MONT THAT CASTROISM CONTROLLED","JFK33 : F8 : 1997.05.12.08:10:34:560106 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10101-10135.pdf"" target=""_blank"">View PDF</a>","104-10101-10135","CIA",1,"Secret",1963-12-05,"PAPER - TEXTUAL DOCUMENT","PARIS INFO MEXICO CITY","DIRECTOR","4/26/2018","CABLE:IDENTITIES A AND B","JFK33 : F8 : 1997.05.12.08:12:31:560106 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10101-10175.pdf"" target=""_blank"">View PDF</a>","104-10101-10175","CIA",2,"Secret",1963-12-10,"PAPER - TEXTUAL DOCUMENT","MULTIPLE ADDRESSEES","DIRECTOR","4/26/2018","BOOK CABLE:THERE ARE INDICATIONS THAT EXCELLENT EXPLOITATION MOST AREAS","JFK33 : F8 : 1997.05.12.19:30:11:640106 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10101-10198.pdf"" target=""_blank"">View PDF</a>","104-10101-10198","CIA",2,"Secret",1963-12-13,"PAPER - TEXTUAL DOCUMENT","MEXICO CITY","DIRECTOR","4/26/2018","CABLE:PER REF A IT LIKELY A MEET WILL BE HELD WITH CUBAN IN","JFK33 : F8 : 1997.05.15.17:12:32:280106 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10101-10215.pdf"" target=""_blank"">View PDF</a>","104-10101-10215","CIA",3,"Secret",1963-12-14,"PAPER - TEXTUAL DOCUMENT","MULTIPLE ADDRESSEES","DIRECTOR","4/26/2018","BOOK CABLE:20 DECEMBER IS 46TH ANNIVERSARY OF FOUNDING OF SOVIET STATE SECURITY ORGANIZATION.","JFK33 : F8 : 1997.05.15.18:21:47:170106 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10101-10227.pdf"" target=""_blank"">View PDF</a>","104-10101-10227","CIA",1,"Secret",1963-12-17,"PAPER - TEXTUAL DOCUMENT","MULTIPLE ADDRESSEES","DIRECTOR","4/26/2018","BOOK CABLE:FYI: ACTION INTENDED PARA 2 REF WAS UNATTRIBUTABLE SURFACING","JFK33 : F8 : 1997.05.15.19:08:24:920106 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10101-10247.pdf"" target=""_blank"">View PDF</a>","104-10101-10247","CIA",1,"Secret",1963-12-19,"PAPER - TEXTUAL DOCUMENT","MEXICO CITY","DIRECTOR","4/26/2018","CABLE:PLEASE ADVISE IF SAMBORA LEGEND COMPLETED AND ALL","JFK33 : F8 : 1997.05.19.16:57:00:623106 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10103-10357.pdf"" target=""_blank"">View PDF</a>","104-10103-10357","CIA",1,"Not Marked",1976-02-18,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","","4/26/2018","CABLE RE NICKY SZULC IN MADRID.","JFK36 : F16 : 20040112-1033535 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10109-10320.pdf"" target=""_blank"">View PDF</a>","104-10109-10320","CIA",2,"Not Marked",1971-04-22,"PAPER - TEXTUAL DOCUMENT","HDQS","SAC, MFO","4/26/2018","CABLE RE SUPPORT TO PROJECT SEAL.","JFK40 : F8 : 20040112-1033603 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10120-10398.pdf"" target=""_blank"">View PDF</a>","104-10120-10398","CIA",3,"Secret",1972-08-22,"PAPER - TEXTUAL DOCUMENT","","","4/26/2018","MEMO RE CABLE RE REVEALING OF OPERATIONAL INTEREST.","JFK43 : F27 : 1994.04.04.16:18:05:500028 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10123-10017.pdf"" target=""_blank"">View PDF</a>","104-10123-10017","CIA",1,"Secret",1969-03-17,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","WITHHELD","4/26/2018","CABLE RE NAGELL'S APPEARANCE AT ZURICH CONSULATE WITH THREATS OF EXPOSING U.S. GOVERNMENT ON RADIO, TV AND IN THE PRESS.","JFK44 : F31 : 1994.03.29.11:23:36:780005 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10123-10018.pdf"" target=""_blank"">View PDF</a>","104-10123-10018","CIA",1,"Secret",1969-03-12,"PAPER - TEXTUAL DOCUMENT","WITHHELD","E/AS/S","4/26/2018","CABLE RE REQUESTING NOTIFICATION IF RICHARD NAGELL'S AIRED GRIEVANCES ON RADIO/TV AS THREATENED.","JFK44 : F31 : 1994.03.29.11:28:34:000005 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10123-10019.pdf"" target=""_blank"">View PDF</a>","104-10123-10019","CIA",1,"Secret",1969-03-05,"PAPER - TEXTUAL DOCUMENT","WITHHELD","E/AS/S","4/26/2018","CABLE RE RICHARD NAGELL'S MENTAL CONDITION.","JFK44 : F31 : 1994.03.29.11:33:34:590005 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10123-10020.pdf"" target=""_blank"">View PDF</a>","104-10123-10020","CIA",2,"Secret",1969-02-28,"PAPER - TEXTUAL DOCUMENT","DIRECTOR; [DELETION]","WITHHELD","4/26/2018","CABLE RE NAGELL'S VISIT TO CONSULATE.","JFK44 : F31 : 1994.03.29.11:38:11:440005 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10123-10022.pdf"" target=""_blank"">View PDF</a>","104-10123-10022","CIA",1,"Secret",1969-03-05,"PAPER - TEXTUAL DOCUMENT","DIRETOR","WITHHELD","4/26/2018","CABLE ON RICHARD NAGELL CONTACT WITH ZURICH CONSULATE.","JFK44 : F31 : 1994.03.29.11:56:35:650005 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10123-10223.pdf"" target=""_blank"">View PDF</a>","104-10123-10223","CIA",1,"Secret",1963-04-25,"PAPER - TEXTUAL DOCUMENT","","","4/26/2018","CABLE RE CLEARANCE STATUS FOR JAMES P. O'CONNELL.","JFK44 : F35 : 1994.04.07.15:37:51:280005 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10127-10025.pdf"" target=""_blank"">View PDF</a>","104-10127-10025","CIA",1,"Not Marked",1978-07-29,"PAPER - TEXTUAL DOCUMENT","MEXICO CITY","DIRECTOR","4/26/2018","IDENTLY CABLE","JFK57 : F3 : 20040226-1050204 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10135-10145.pdf"" target=""_blank"">View PDF</a>","104-10135-10145","CIA",1,"Not Marked",1978-11-29,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","WITHHELD","4/26/2018","CABLE RE IDENTIFICATION ADDRESS.","JFK49 : F4 : 20040226-1050444 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10147-10301.pdf"" target=""_blank"">View PDF</a>","104-10147-10301","CIA",2,"Not Marked",1977-11-09,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","WITHHELD","4/26/2018","CABLE REGARDING WILLEM OLTMAN MEETING WITH CUBAN AMBASSADOR IN THE HAGUE","JFK60 : F4 : 20040301-1051461 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10147-10304.pdf"" target=""_blank"">View PDF</a>","104-10147-10304","CIA",2,"Secret",1977-11-16,"PAPER - TEXTUAL DOCUMENT","WITHHELD","DIRECTOR","4/26/2018","CABLE:U.S. HOUSE OF REPRESENTATIVES SELECT COMMITTEE/JAMES EARL RAY","JFK60 : F4 : 1993.07.23.13:55:01:340530 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10161-10091.pdf"" target=""_blank"">View PDF</a>","104-10161-10091","CIA",4,"Secret",1977-03-04,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","","4/26/2018","CABLE REGARDING DAVID PHILLIPS STATEMENTS","JFK45 : F3A : 1994.04.06.18:00:01:180031 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10161-10096.pdf"" target=""_blank"">View PDF</a>","104-10161-10096","CIA",1,"Secret",1976-01-16,"PAPER - TEXTUAL DOCUMENT","WITHHELD","DIRECTOR","4/26/2018","CABLE REGARDING TRAVEL OF SON OF DAVE PHILLIPS IN EUROPE","JFK45 : F3A : 1994.04.06.18:11:52:250031 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10161-10097.pdf"" target=""_blank"">View PDF</a>","104-10161-10097","CIA",2,"Secret",1976-01-26,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","WITHHELD","4/26/2018","CABLE RE PHONE CALLS FROM SON OF DAVE PHILLIPS","JFK45 : F3A : 1994.04.06.18:14:00:780031 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10162-10017.pdf"" target=""_blank"">View PDF</a>","104-10162-10017","CIA",1,"Not Marked",1958-09-29,"PAPER - TEXTUAL DOCUMENT","WITHHELD","DIRECTOR","4/26/2018","CABLE - NO TRACES, STOLIAKOV AND ALFERYEV.","JFK64-1 : F2 : 20040301-1051596 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10169-10000.pdf"" target=""_blank"">View PDF</a>","104-10169-10000","CIA",1,"Not Marked",1978-03-03,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","WITHHELD","4/26/2018","CABLE RE EVELIO DUQUE MIYAR.","JFK64-7 : F5 : 20040302-1052376 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10169-10002.pdf"" target=""_blank"">View PDF</a>","104-10169-10002","CIA",1,"Secret",1978-02-28,"PAPER - TEXTUAL DOCUMENT","WITHHELD","","4/26/2018","CABLE RE EVELIO DUQUE MIYAR.","JFK64-7 : F5 : 1998.01.31.14:03:35:590031 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10169-10003.pdf"" target=""_blank"">View PDF</a>","104-10169-10003","CIA",1,"Secret",1978-02-27,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","","4/26/2018","CABLE RE EVELIO DUQUE MIYAR.","JFK64-7 : F5 : 1998.01.31.14:05:00:983031 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10169-10004.pdf"" target=""_blank"">View PDF</a>","104-10169-10004","CIA",2,"Not Marked",1973-08-01,"PAPER - TEXTUAL DOCUMENT","WITHHELD, INFO DIRECTOR","WITHHELD","4/26/2018","CABLE RE TRACE REQUESTS ON EVELIO DUQUE AND HERMINTO OR ERMENGILDO DIAZ.","JFK64-7 : F5 : 20040302-1052377 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10169-10005.pdf"" target=""_blank"">View PDF</a>","104-10169-10005","CIA",2,"Not Marked",1973-08-09,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","WITHHELD","4/26/2018","CABLE RE TRACE RESULTS ON EVELIO DUQUE.","JFK64-7 : F5 : 20040302-1052378 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10169-10007.pdf"" target=""_blank"">View PDF</a>","104-10169-10007","CIA",1,"Not Marked",1973-08-02,"PAPER - TEXTUAL DOCUMENT","WITHHELD, INFO DIRECTOR","WITHHELD","4/26/2018","CABLE RE EVELIO DUQUE.","JFK64-7 : F5 : 20040302-1052380 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10170-10036.pdf"" target=""_blank"">View PDF</a>","104-10170-10036","CIA",2,"Secret",1962-11-08,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","SAN JUAN","4/26/2018","CABLE RE ARTECONA REQUEST FOR MINIATURE CAMERA ASSISTANCE.","JFK64-25 : F27 : 1998.02.07.11:10:14:373031 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10170-10037.pdf"" target=""_blank"">View PDF</a>","104-10170-10037","CIA",1,"Secret",1962-11-08,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","SAN JUAN","4/26/2018","IDENTITY CABLE.","JFK64-25 : F27 : 1998.02.07.11:11:54:216031 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10170-10059.pdf"" target=""_blank"">View PDF</a>","104-10170-10059","CIA",4,"Not Marked",1964-08-14,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","SANTO DOMINGO","4/26/2018","CABLE RE: AIDING CUBAN REBELS","JFK64-25 : F25 : 20040302-1052535 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10171-10093.pdf"" target=""_blank"">View PDF</a>","104-10171-10093","CIA",1,"Secret",1961-01-28,"PAPER - TEXTUAL DOCUMENT","BELL","MEXICO CITY","4/26/2018","CABLE RE: FIFTH PO BOX FOLLOWS","JFK64-26 : F9 : 1998.02.14.10:07:40:716109 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10171-10095.pdf"" target=""_blank"">View PDF</a>","104-10171-10095","CIA",1,"Secret",1961-01-26,"PAPER - TEXTUAL DOCUMENT","BELL","MEXICO CITY","4/26/2018","CABLE: THREE ADDRESSES FOLLOW","JFK64-26 : F9 : 1998.02.14.10:08:48:140109 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10171-10097.pdf"" target=""_blank"">View PDF</a>","104-10171-10097","CIA",1,"Secret",1961-01-26,"PAPER - TEXTUAL DOCUMENT","BELL","MEXICO CITY","4/26/2018","CABLE: FOURTH ADDRESS FOLLOWS","JFK64-26 : F9 : 1998.02.14.10:11:02:903109 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10171-10106.pdf"" target=""_blank"">View PDF</a>","104-10171-10106","CIA",2,"Not Marked",1960-10-08,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","MEXICO CITY","4/26/2018","CABLE: PROBLEM OF ROBERTO DE VARONE BECOMING ACUTE AS INDICATED FOLLOWING PARAGRAPHS","JFK64-26 : F9 : 20040302-1052590 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10171-10230.pdf"" target=""_blank"">View PDF</a>","104-10171-10230","CIA",2,"Not Marked",1960-07-09,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","MEXICO CITY","4/26/2018","CABLE: LATE NIGHT 8 JULY COS HAD CONFERENCE PARA 7 REF B.","JFK64-26 : F10 : 20040302-1052597 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10172-10062.pdf"" target=""_blank"">View PDF</a>","104-10172-10062","CIA",1,"Secret",1961-02-24,"PAPER - TEXTUAL DOCUMENT","BELL","WAVE","4/26/2018","CABLE TEJANA DUE DEPART KEY WEST 251600Z RUN OPN JEAN WILL INFIL CARGO.","JFK64-8 : F19 : 1998.02.16.10:01:09:000108 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10172-10133.pdf"" target=""_blank"">View PDF</a>","104-10172-10133","CIA",1,"Secret",1963-01-16,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","WAVE","4/26/2018","CABLE REF A IS RADOP CANDIDATE PROVIDED BY AMDENIM-1 FOR INFILTRATION INTO PBRUMEN.","JFK64-8 : F20 : 1998.02.20.13:58:34:043108 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10172-10177.pdf"" target=""_blank"">View PDF</a>","104-10172-10177","CIA",1,"Secret",1961-11-25,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","BARR","4/26/2018","CABLE ONE ANTONIO CUESTA, FORMER CREWMEMBER TEJANA.","JFK64-8 : F20 : 1998.02.21.08:00:50:340108 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10172-10255.pdf"" target=""_blank"">View PDF</a>","104-10172-10255","CIA",1,"Not Marked",1976-10-20,"PAPER - TEXTUAL DOCUMENT","WITHHELD","DIRECTOR","4/26/2018","CABLE WE HAVE BEEN CHECKING WITH NOSENKO.","JFK64-8 : F3 : 20040302-1052782 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10172-10256.pdf"" target=""_blank"">View PDF</a>","104-10172-10256","CIA",1,"Not Marked",1976-11-09,"PAPER - TEXTUAL DOCUMENT","WITHHELD","DIRECTOR","4/26/2018","CABLE QUERIED PDDIPPERS 19 AND 20, PDLADLE AND PDDONOR RE WALLENBERG.","JFK64-8 : F3 : 20040302-1052783 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10172-10257.pdf"" target=""_blank"">View PDF</a>","104-10172-10257","CIA",1,"Not Marked",1976-10-07,"PAPER - TEXTUAL DOCUMENT","WITHHELD","DIRECTOR","4/26/2018","CABLE AS BEST WE CAN DETERMINE, THERE NO BOOKS CURRENTLY IN THE MILL ON WALLENBERG CASE.","JFK64-8 : F3 : 20040302-1052784 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10178-10106.pdf"" target=""_blank"">View PDF</a>","104-10178-10106","CIA",1,"Secret",1968-04-28,"PAPER - TEXTUAL DOCUMENT","WITHHELD","DIRECTOR","4/26/2018","CABLE- CONCUR REF PROPOSAL. PLEASE ADVISE RESULT & INCLUDE FULL IDENTIFYING DATA FOR FURTHER TRACES SUBJECT WITH LNERGO.","JFK64-14 : F21 : 1998.03.07.10:34:55:606108 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10178-10120.pdf"" target=""_blank"">View PDF</a>","104-10178-10120","CIA",2,"Secret",1968-04-22,"PAPER - TEXTUAL DOCUMENT","MULTI ADDRESSES","DIRECTOR","4/26/2018","CABLE- LNERGO FINGERPRINT FORMULA FOR JAMES EARL RAY.","JFK64-14 : F21 : 1998.03.07.11:38:55:590108 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10178-10124.pdf"" target=""_blank"">View PDF</a>","104-10178-10124","CIA",1,"Secret",1968-04-20,"PAPER - TEXTUAL DOCUMENT","MULTI ADDRESSES","DIRECTOR","4/26/2018","CABLE- REQUEST ADDRESSES CONSTRUCT IDENTIKIT COMPOSITE OF JAMES EARL RAY FOR USE PRIOR RECEIPT PHOTOS NOW EN ROUTE.","JFK64-14 : F21 : 1998.03.07.11:50:25:216108 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10178-10130.pdf"" target=""_blank"">View PDF</a>","104-10178-10130","CIA",2,"Secret",1968-04-19,"PAPER - TEXTUAL DOCUMENT","MULTI ADDRESSES","DIRECTOR","4/26/2018","CABLE- LNERGO HAS POSITIVELY IDENTIFIED ACCUSED ASSASSIN AS JAMES EARL RAY.","JFK64-14 : F21 : 1998.03.07.12:10:52:623108 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10178-10136.pdf"" target=""_blank"">View PDF</a>","104-10178-10136","CIA",3,"Secret",1968-04-18,"PAPER - TEXTUAL DOCUMENT","MULTI ADDRESSES","DIRECTOR","4/26/2018","CABLE- FOLLOWING INFORMATION FURNISHED BY LNERGO CONCERNING SUSPECTED ASSASSIN OF MARTIN LUTHER KING, JR.","JFK64-14 : F21 : 1998.03.07.12:23:42:186108 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10179-10022.pdf"" target=""_blank"">View PDF</a>","104-10179-10022","CIA",1,"Secret",1960-11-18,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","HAVANA","4/26/2018","CABLE RE: TOLD HAVA STATION 17 NOV THAT HIS BROTHER","JFK64-15 : F2 : 1998.03.12.21:29:22:530115 :"
