"PDF.Link","Record.Num","Originator","Pages","Current.Classification","Document.Date","Document.Type","To","From","Date.of.Review","Title","Comments"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10304-10000.pdf"" target=""_blank"">View PDF</a>","104-10304-10000","CIA",11,"Not Marked",1979-01-08,"PAPER - TEXTUAL DOCUMENT","S.D. BRECKINRIDGE","DIRECTOR OF PERSONNEL","4/26/2018","FIVE (5) FITNESS REPORTS ON JOANNIDES, GEORGE, 1963, 1964 AND 1979","JFK-M-04 : F1 : 20040322-1061957 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10305-10000.pdf"" target=""_blank"">View PDF</a>","104-10305-10000","CIA",153,"Secret",0-01-01,"PAPER - TEXTUAL DOCUMENT","","","4/26/2018","SECURITY FILE: NOVEL, GORDON","JFK-M-05 : F1 : 1998.09.18.16:13:08:060120 : ARRB REQUEST.CIA-IR-27. ORIGINALLY PART OF UNIT INDEX AS 104-10305-10000."
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10305-10005.pdf"" target=""_blank"">View PDF</a>","104-10305-10005","CIA",221,"Secret",0-01-01,"PAPER - TEXTUAL DOCUMENT","","","4/26/2018","SECURITY FILE:NAGEL, RICHARD CASE","JFK-M-05 : F4 : 1998.10.29.11:34:27:060120 : ARRB REQUEST. CIA-IR-27. ORIGINALLY PART OF UNIT INDEX AS 104-10305-10000."
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10306-10003.pdf"" target=""_blank"">View PDF</a>","104-10306-10003","CIA",19,"Secret",1963-01-01,"PAPER - TEXTUAL DOCUMENT","","","4/26/2018","SPECIAL GROUP.","JFK-M-06 : F04 : 1998.09.19.13:22:32:810031 : ARRB REQUEST.  CIA - IR-28"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10306-10007.pdf"" target=""_blank"">View PDF</a>","104-10306-10007","CIA",3,"Unclassified",1963-01-01,"PAPER - TEXTUAL DOCUMENT","","","4/26/2018","NOTES FOR DCI AND WEEKEND READING 1 JUNE - 31 DECEMBER 1963.","JFK-M-06 : F08 : 1998.09.19.13:31:45:450031 : ARRB REQUEST.CIA - IR-28."
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10306-10010.pdf"" target=""_blank"">View PDF</a>","104-10306-10010","CIA",12,"Top Secret",1964-01-01,"PAPER - TEXTUAL DOCUMENT","","","4/26/2018","303 COMMITTEE MEETINGS (1964).","JFK-M-06 : F11 : 1998.09.19.13:39:41:390031 : ARRB REQUEST.CIA - IR-28."
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10306-10011.pdf"" target=""_blank"">View PDF</a>","104-10306-10011","CIA",5,"Unclassified",1964-01-01,"PAPER - TEXTUAL DOCUMENT","","","4/26/2018","DCI (MCCONE) MEMO FOR THE RECORD 06 APRIL - 08 JULY 1964.","JFK-M-06 : F12 : 1998.09.19.13:41:50:733031 : ARRB REQUEST.CIA - IR-28."
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10306-10016.pdf"" target=""_blank"">View PDF</a>","104-10306-10016","CIA",19,"Secret",1963-01-01,"PAPER - TEXTUAL DOCUMENT","","","4/26/2018","DCI MEETINGS WITH THE PRESIDENT 1 JANUARY - 31 MARCH 1963.","JFK-M-06 : F17 : 1998.09.19.13:54:04:293031 : ARRB REQUEST.CIA - IR-28."
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10306-10018.pdf"" target=""_blank"">View PDF</a>","104-10306-10018","CIA",28,"Top Secret",1963-01-01,"PAPER - TEXTUAL DOCUMENT","","","4/26/2018","DCI MEETINGS WITH PRESIDENT JOHNSON 23 NOVEMBER - 31 DECEMBER 1963.","JFK-M-06 : F19 : 1998.09.19.14:05:43:873031 : ARRB REQUEST.CIA - IR-28."
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10306-10020.pdf"" target=""_blank"">View PDF</a>","104-10306-10020","CIA",20,"Top Secret",0-01-01,"PAPER - TEXTUAL DOCUMENT","","","4/26/2018","DCI MCCONE MEMORANDA 01 MARCH 1962 - 30 APRIL 1965.","JFK-M-06 : F21 : 1998.09.19.14:11:56:420031 : ARRB REQUEST.CIA - IR-28. CORRECTED TO 20 PAGES VICE 21."
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10306-10021.pdf"" target=""_blank"">View PDF</a>","104-10306-10021","CIA",21,"Secret",1964-01-01,"PAPER - TEXTUAL DOCUMENT","","","4/26/2018","303 COMMITTEE MEETINGS (1964).","JFK-M-06 : F22 : 1998.09.19.14:13:43:013031 : ARRB REQUEST.CIA - IR-28. CORRECTED TO 21 PAGES VICE 22."
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10306-10024.pdf"" target=""_blank"">View PDF</a>","104-10306-10024","CIA",71,"Top Secret",1963-01-01,"PAPER - TEXTUAL DOCUMENT","","","4/26/2018","303 COMMITTEE MEETINGS (1963).","JFK-M-06 : F25 : 1998.09.19.14:19:58:390031 : ARRB REQUEST.CIA - IR-28."
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10306-10025.pdf"" target=""_blank"">View PDF</a>","104-10306-10025","CIA",123,"Unclassified",0-01-01,"PAPER - TEXTUAL DOCUMENT","","","4/26/2018","DULLES & DULLES SECRETARY/SELECTED PAGES/20 MAR 1959 - 9 JAN 1962.","JFK-M-06 : F26 : 1998.09.20.12:31:07:466031 : ARRB REQUEST.CIA - IR-31"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10307-10006.pdf"" target=""_blank"">View PDF</a>","104-10307-10006","CIA",16,"Secret",1962-01-01,"PAPER - TEXTUAL DOCUMENT","","","4/26/2018","CONTRIBUTIONS TO THE INTELLIGENCE COMMUNITY'S REVIEW OF INTELLIGENCE ACTIVITIES RELATING TO THE CUBAN ARMS BUILD-UP","JFK-WF01 : F1 : 1998.08.27.10:54:22:530128 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10307-10024.pdf"" target=""_blank"">View PDF</a>","104-10307-10024","CIA",17,"Top Secret",1962-11-27,"PAPER - TEXTUAL DOCUMENT","DIRECTOR OF CENTRAL INTELLIGENCE","CHIEF, TASK FORCE W","4/26/2018","MEMO FOR: OPERATIONAL PLAN FOR CONTINUING OPERATIONS AGAINST CUBA`","JFK-WF01 : F1 : 1998.09.04.10:49:33:936128 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10308-10023.pdf"" target=""_blank"">View PDF</a>","104-10308-10023","CIA",3,"Not Marked",1962-06-09,"PAPER - TEXTUAL DOCUMENT","CHIEF, TASK FORCE W","CHIEF OF STATION, JMWAVE","4/26/2018","DISPATCH: OPERATIONAL/GYROSE OPERATIONAL DEBRIEFINGS","JFK-WF02 : F3 : 20040322-1062010 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10308-10024.pdf"" target=""_blank"">View PDF</a>","104-10308-10024","CIA",2,"Secret",1976-11-01,"PAPER - TEXTUAL DOCUMENT","THE RECORD","LAD/JFK TASK FORCE","4/26/2018","MEMO FOR: CUBAN REVOLUTIONARY COUNCIL (CRC) ENCRYPTED AMBUD","JFK-WF02 : F3 : 1998.09.04.08:49:42:293128 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10308-10029.pdf"" target=""_blank"">View PDF</a>","104-10308-10029","CIA",2,"Not Marked",1962-01-01,"PAPER - TEXTUAL DOCUMENT","THE RECORD","RESEARCHER","4/26/2018","MEMO FOR: AMCANOE","JFK-WF02 : F3 : 20040322-1062011 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10308-10043.pdf"" target=""_blank"">View PDF</a>","104-10308-10043","CIA",4,"Not Marked",1977-02-01,"PAPER - TEXTUAL DOCUMENT","THE RECORD","LAD/JFK TASK FORCE","4/26/2018","MEMO: JMARC PROGRAM","JFK-WF02 : F2 : 20040322-1062014 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10308-10044.pdf"" target=""_blank"">View PDF</a>","104-10308-10044","CIA",8,"Not Marked",1962-04-01,"PAPER - TEXTUAL DOCUMENT","THE RECORD","RESEARCHER","4/26/2018","MEMO: AMBRUSH ORGANIZATION","JFK-WF02 : F2 : 20040322-1062015 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10308-10053.pdf"" target=""_blank"">View PDF</a>","104-10308-10053","CIA",3,"Not Marked",1963-04-22,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","WITHHELD","4/26/2018","CABLE: REF DISCUSSED BY STA WITH EDMENT AND WARMBOLD.","JFK-WF02 : F005 : 20040322-1062017 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10308-10054.pdf"" target=""_blank"">View PDF</a>","104-10308-10054","CIA",2,"Not Marked",1963-04-22,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","WITHHELD","4/26/2018","AMLEG 29 MET BY WARMBOLD AND AMLES 1 ON 20 APR.","JFK-WF02 : F005 : 20040322-1062018 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10308-10062.pdf"" target=""_blank"">View PDF</a>","104-10308-10062","CIA",7,"Not Marked",1964-06-02,"PAPER - TEXTUAL DOCUMENT","DEPUTY CHIEF, WH/SA","CHIEF OF STATION, JMWAVE","4/26/2018","DISPATCH: OPERATIONAL/UNSUCCESSFUL EXFILTRATION ATTEMPT","JFK-WF02 : F005 : 20040322-1062025 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10308-10086.pdf"" target=""_blank"">View PDF</a>","104-10308-10086","CIA",3,"Not Marked",1964-09-10,"PAPER - TEXTUAL DOCUMENT","DEPUTY CHIEF, WH/SA","CHIEF OF STATION, JMWAVE","4/26/2018","DISPATCH: RYBAT/TYPIC/AMWORLD/AMLILAC REPORT ON ACTIVITIES OF AMWORLD","JFK-WF02 : F10 : 20040322-1062028 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10308-10127.pdf"" target=""_blank"">View PDF</a>","104-10308-10127","CIA",5,"Not Marked",1964-01-09,"PAPER - TEXTUAL DOCUMENT","CHIEF, SPECIAL AFFAIRS STAFF","CHIEF OF STATION, JMWAVE","4/26/2018","DISPATCH: AMFAUNA PROGRESS REPORT FOR OCTOBER, NOVEMBER AND DECEMBER 1963.","JFK-WF02 : F6 : 20040322-1062036 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10308-10163.pdf"" target=""_blank"">View PDF</a>","104-10308-10163","CIA",5,"Secret",1963-07-10,"PAPER - TEXTUAL DOCUMENT","FOR THE RECORD","","4/26/2018","MEMO: AMSANTA PROJECT","JFK-WF02 : F9 : 1998.09.20.12:19:14:043109 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10308-10165.pdf"" target=""_blank"">View PDF</a>","104-10308-10165","CIA",2,"Not Marked",1963-12-18,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","RIO DE JANEIRO","4/26/2018","CABLE: AMSTRUT-10 VISITED 13 DECEMBER","JFK-WF02 : F9 : 20040323-1062385 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10308-10168.pdf"" target=""_blank"">View PDF</a>","104-10308-10168","CIA",2,"Not Marked",1964-10-11,"PAPER - TEXTUAL DOCUMENT","","","4/26/2018","MESSAGE: RECEIVED YOUR RM 44 AND 45","JFK-WF02 : F9 : 20040323-1062387 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10308-10189.pdf"" target=""_blank"">View PDF</a>","104-10308-10189","CIA",1,"Secret",1963-10-11,"PAPER - TEXTUAL DOCUMENT","","","4/26/2018","CABLE RE BOOKS ON ESPIONAGE.","JFK-WF02 : F9 : 1998.09.20.13:22:44:466031 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10308-10208.pdf"" target=""_blank"">View PDF</a>","104-10308-10208","CIA",6,"Not Marked",1960-07-05,"PAPER - TEXTUAL DOCUMENT","MULTIPLE ADDRESSEES","WH/4/EXO","4/26/2018","ROUTING AND RECORD SHEET: OPERATION EXPLOITATION OF KHRUSHCHEV VISIT TO CUBA","JFK-WF02 : F8 : 20040323-1062396 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10308-10269.pdf"" target=""_blank"">View PDF</a>","104-10308-10269","CIA",3,"Not Marked",1963-10-30,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","HAMBURG","4/26/2018","WITHHELD","JFK-WF02 : F8 : 20040323-1062401 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10308-10287.pdf"" target=""_blank"">View PDF</a>","104-10308-10287","CIA",2,"Not Marked",1976-10-01,"PAPER - TEXTUAL DOCUMENT","","LAD/JFK TASK FORCE","4/26/2018","REVIEW OF ZRRIFLE FILE","JFK-WF02 : F8 : 20040323-1062409 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10310-10014.pdf"" target=""_blank"">View PDF</a>","104-10310-10014","CIA",3,"Not Marked",1975-09-17,"PAPER - TEXTUAL DOCUMENT","","","4/26/2018","MEMORANDUM: RESPONSES TO SSC REQUEST FOR ADDITIONAL INFORMATION ON PROJECT ZRRIFLE","JFK-M-07 : F1 : 20040323-1063148 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10310-10020.pdf"" target=""_blank"">View PDF</a>","104-10310-10020","CIA",70,"Secret",0-01-01,"PAPER - TEXTUAL DOCUMENT","","","4/26/2018","FILE:DDCI DOCUMENTS","JFK-M-07 : F2 : 1998.09.22.08:03:02:750120 : ARRB REQUEST.CIA-IR-34.UNIT INDEX"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10310-10104.pdf"" target=""_blank"">View PDF</a>","104-10310-10104","CIA",1,"Not Marked",1976-05-21,"PAPER - TEXTUAL DOCUMENT","WALKER, JOHN. A/SA/DDO","DEPUTY CHIEF, CCS","4/26/2018","CIA RELATIONS WITH (DELETED) COMPANY","JFK-M-07 : F3 : 20040323-1063156 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10310-10116.pdf"" target=""_blank"">View PDF</a>","104-10310-10116","CIA",1,"Not Marked",1976-05-20,"PAPER - TEXTUAL DOCUMENT","SPECIAL ASSISTANT TO THE DDO","CHIEF, DOMESTIC COLLECTION DIVISION","4/26/2018","SSC REQUEST FOR INFORMATION ON (DELETED): OWEN JOHNSON DARNELL","JFK-M-07 : F3 : 20040323-1063157 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10310-10118.pdf"" target=""_blank"">View PDF</a>","104-10310-10118","CIA",3,"Confidential",1975-10-30,"PAPER - TEXTUAL DOCUMENT","THE RECORD","WALL, ROBERT G. DC/CI/OG","4/26/2018","MEMORANDUM:CHIEF, CI MEETING WITH MR. PAUL WALLACH, CHIEF COUNSEL OF SENATE SELECT COMMITTEE ON INTELLIGENCE","JFK-M-07 : F3 : 1998.11.13.14:19:28:890120 :  IDENTICAL WITH 104-10422-10057.  JFK-RH11, F212.ARRB REQUEST. CIA-IR-34."
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10310-10142.pdf"" target=""_blank"">View PDF</a>","104-10310-10142","CIA",1,"Secret",1969-03-17,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","WITHHELD","4/26/2018","CABLE:NAGELL LAST APPEARED AT ZURICH CONSULATE MORNING 7 MARCH","JFK-M-07 : F3 : 1998.11.14.10:32:57:763120 : DUPLICATE OF 104-10220-10033 (JFK64-55, F7).ARRB REQUEST. CIA-IR-34."
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10320-10038.pdf"" target=""_blank"">View PDF</a>","104-10320-10038","CIA",1,"Not Marked",1968-11-20,"PAPER - TEXTUAL DOCUMENT","DIRECTOR OF CENTRAL INTELLIGENCE","WITHHELD","4/26/2018","MEMO: LETTER FOR DIRECTOR ON ANONYMOUS PHONE CALLS","JFK-M-12 : F1 : 20040323-1063348 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10320-10039.pdf"" target=""_blank"">View PDF</a>","104-10320-10039","CIA",2,"Not Marked",1968-11-26,"PAPER - TEXTUAL DOCUMENT","WITHHELD","HELMS, RICHARD. DIRECTOR","4/26/2018","LETTER: COMMENTS ON DECLASSIFICATION OF A WARREN COMMISSION DOCUMENT","JFK-M-12 : F1 : 20040323-1063349 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10322-10056.pdf"" target=""_blank"">View PDF</a>","104-10322-10056","CIA",4,"Secret",1975-10-24,"PAPER - TEXTUAL DOCUMENT","DCI","BLEE. ASSOC. DEP. DIR. FOR OPERATIO","4/26/2018","MEMO:SUPPLEMENTARY INFORMATION ON JAMES EARL RAY","JFK-M-13 : F2 : 1999.03.17.10:40:13:390120 : COPY OF DIR-92664 IS ATTACHED. FOLDER TITLE:K-2/WARREN COMMISSION"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10322-10101.pdf"" target=""_blank"">View PDF</a>","104-10322-10101","CIA",4,"Secret",1978-11-29,"PAPER - TEXTUAL DOCUMENT","DDCI","VOGEL. DCSE/ORP VIA DD/O & AC/SE","4/26/2018","MEMO:TALKING PAPER FOR BRIEFING CHAIRMAN STOKES, HSCA, ON KITTY HAWK","JFK-M-13 : F5 : 1999.03.18.11:21:53:763120 : PORTION OF ROUTING SHEET ATTACHED. FOLDER TITLE:I-101A(FORMER SPEC INTEREST FILE #8)."
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10322-10104.pdf"" target=""_blank"">View PDF</a>","104-10322-10104","CIA",2,"Secret",1978-12-06,"PAPER - TEXTUAL DOCUMENT","THE RECORD","HITZ. LEGISLATIVE COUNSEL","4/26/2018","MEMO:DCI MEETING WITH CHAIRMAN BOLAND OF HPSCI, 5 DEC 1978","JFK-M-13 : F5 : 1999.03.18.14:14:30:686120 : FOLDER TITLE:I-101A (FORMER SPEC INTEREST FILE #8)."
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10324-10000.pdf"" target=""_blank"">View PDF</a>","104-10324-10000","CIA",24,"Secret",1998-04-07,"PAPER - TEXTUAL DOCUMENT","","LATELL, BRIAN AND WARNER, MICHAEL","4/26/2018","INTERVIEW WITH SAM HALPERN BY BRIAN LATELL AND MICHAEL WARNER","JFK-M-10 : F3 : 1999.01.22.08:56:53:670120 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10324-10002.pdf"" target=""_blank"">View PDF</a>","104-10324-10002","CIA",200,"Not Marked",1987-10-30,"PAPER - TEXTUAL DOCUMENT","","WEBER, RALPH E.","4/26/2018","INTERVIEW WITH SAM HALPERN BY RALPH E. WEBER","JFK-M-10 : F1 : 20040323-1063392 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10326-10001.pdf"" target=""_blank"">View PDF</a>","104-10326-10001","CIA",2,"Not Marked",1998-07-30,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","[RESTRICTED]","4/26/2018","[RESTRICTED]","JFK-M-11 : F1 : 1999.02.03.10:06:29:750120 : CIA CORRESPONDENCE RE ARRB"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10326-10002.pdf"" target=""_blank"">View PDF</a>","104-10326-10002","CIA",2,"Not Marked",1998-07-27,"PAPER - TEXTUAL DOCUMENT","[RESTRICTED]","DIRECTOR","4/26/2018","[RESTRICTED]","JFK-M-11 : F1 : 1999.02.03.10:08:58:530120 : CIA CORRESPONDENCE RE ARRB"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10326-10010.pdf"" target=""_blank"">View PDF</a>","104-10326-10010","CIA",2,"Not Marked",1998-05-01,"PAPER - TEXTUAL DOCUMENT","WITHHELD","DIRECTOR","4/26/2018","CABLE: ARRB AND DEPT OF STATE REQUEST FOR ASSISTANCE IN APPROACHING (DELETION) FOR OSWALD FILE","JFK-M-11 : F1 : 20040323-1063416 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10326-10012.pdf"" target=""_blank"">View PDF</a>","104-10326-10012","CIA",2,"Not Marked",1998-03-13,"PAPER - TEXTUAL DOCUMENT","WITHHELD","DIRECTOR","4/26/2018","CABLE: ASSASSINATION RECORD REVIEW BOARD (ARRB) MEETINGS WITH (DELETION)","JFK-M-11 : F1 : 20040323-1063417 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10326-10013.pdf"" target=""_blank"">View PDF</a>","104-10326-10013","CIA",2,"Not Marked",1998-03-06,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","WITHHELD","4/26/2018","CABLE: (DELETION) ACCESS SUPPORT TO USG/ASSASSINATION RECORD REVIEW BOARD","JFK-M-11 : F1 : 20040323-1063418 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10326-10014.pdf"" target=""_blank"">View PDF</a>","104-10326-10014","CIA",3,"Not Marked",1998-02-25,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","[RESTRICTED]","4/26/2018","[RESTRICTED]","JFK-M-11 : F1 : 1999.02.03.11:31:38:873120 : CIA CORRESPONDENCE RE ARRB"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10326-10015.pdf"" target=""_blank"">View PDF</a>","104-10326-10015","CIA",3,"Not Marked",1998-02-25,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","[RESTRICTED]","4/26/2018","[RESTRICTED]","JFK-M-11 : F1 : 1999.02.03.11:37:52:060120 : CIA CORRESPONDENCE RE ARRB"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10326-10016.pdf"" target=""_blank"">View PDF</a>","104-10326-10016","CIA",4,"Not Marked",1998-02-09,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","WITHHELD","4/26/2018","CABLE: JFK ASSASSINATION RECORDS REVIEW BOARD (ARRB): CONTINUED PROTECTION OF COVER","JFK-M-11 : F1 : 20040323-1063419 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10326-10017.pdf"" target=""_blank"">View PDF</a>","104-10326-10017","CIA",3,"Not Marked",1998-02-06,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","[RESTRICTED]","4/26/2018","[RESTRICTED]","JFK-M-11 : F1 : 1999.02.03.13:27:45:653120 : CIA CORRESPONDENCE RE ARRB"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10326-10018.pdf"" target=""_blank"">View PDF</a>","104-10326-10018","CIA",2,"Secret",1998-02-04,"PAPER - TEXTUAL DOCUMENT","WITHHELD","DIRECTOR","4/26/2018","WITHHELD","JFK-M-11 : F1 : 1999.02.03.13:30:16:140120 : CIA CORRESPONDENCE RE ARRB"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10326-10022.pdf"" target=""_blank"">View PDF</a>","104-10326-10022","CIA",4,"Not Marked",1997-09-30,"PAPER - TEXTUAL DOCUMENT","[RESTRICTED]","DIRECTOR","4/26/2018","[RESTRICTED]","JFK-M-11 : F1 : 1999.02.03.13:45:28:700120 : CIA CORRESPONDENCE RE ARRB"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10326-10026.pdf"" target=""_blank"">View PDF</a>","104-10326-10026","CIA",2,"Secret",1997-08-07,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","WITHHELD","4/26/2018","CABLE:(DELETION) REQUEST FOR DOCUMENTS ON JEAN RENE SOUTRE (DELETION)","JFK-M-11 : F1 : 1999.02.03.14:09:52:936120 : CIA CORRESPONDENCE RE ARRB"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10326-10027.pdf"" target=""_blank"">View PDF</a>","104-10326-10027","CIA",2,"Secret",1997-06-30,"PAPER - TEXTUAL DOCUMENT","WITHHELD","DIRECTOR","4/26/2018","WITHHELD","JFK-M-11 : F1 : 1999.02.03.14:12:41:293120 : CIA CORRESPONDENCE RE ARRB. CORRECTED TO 2 PAGES VICE 4."
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10326-10028.pdf"" target=""_blank"">View PDF</a>","104-10326-10028","CIA",3,"Not Marked",1997-05-14,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","WITHHELD","4/26/2018","WITHHELD","JFK-M-11 : F1 : 20040323-1063422 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10326-10029.pdf"" target=""_blank"">View PDF</a>","104-10326-10029","CIA",1,"Not Marked",1997-03-13,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","WITHHELD","4/26/2018","WITHHELD","JFK-M-11 : F1 : 20040323-1063423 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10326-10030.pdf"" target=""_blank"">View PDF</a>","104-10326-10030","CIA",1,"Secret",1997-03-07,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","WITHHELD","4/26/2018","CABLE:RESULTS OF CONTACT WITH FORMER EMPLOYEE CONCERNING JFK ASSASSINATION RECORD COLLECTION ACT","JFK-M-11 : F1 : 1999.02.03.14:31:36:950120 : CIA CORRESPONDENCE RE ARRB"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10326-10031.pdf"" target=""_blank"">View PDF</a>","104-10326-10031","CIA",4,"Not Marked",1997-03-07,"PAPER - TEXTUAL DOCUMENT","WITHHELD","DIRECTOR","4/26/2018","WITHHELD","JFK-M-11 : F1 : 20040323-1063424 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10326-10032.pdf"" target=""_blank"">View PDF</a>","104-10326-10032","CIA",4,"Secret",1997-03-06,"PAPER - TEXTUAL DOCUMENT","WITHHELD","DIRECTOR","4/26/2018","WITHHELD","JFK-M-11 : F1 : 1999.02.03.14:40:07:000120 : CIA CORRESPONDENCE RE ARRB"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10326-10033.pdf"" target=""_blank"">View PDF</a>","104-10326-10033","CIA",4,"Secret",1997-03-06,"PAPER - TEXTUAL DOCUMENT","WITHHELD","DIRECTOR","4/26/2018","CABLE:REQUEST FOR ASSISTANCE","JFK-M-11 : F1 : 1999.02.03.14:41:35:590120 : CIA CORRESPONDENCE RE ARRB"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10326-10034.pdf"" target=""_blank"">View PDF</a>","104-10326-10034","CIA",4,"Secret",1997-03-06,"PAPER - TEXTUAL DOCUMENT","WITHHELD","DIRECTOR","4/26/2018","CABLE:REQUEST FOR ASSISTANCE","JFK-M-11 : F1 : 1999.02.03.14:45:09:340120 : CIA CORRESPONDENCE RE ARRB"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10326-10035.pdf"" target=""_blank"">View PDF</a>","104-10326-10035","CIA",4,"Secret",1997-03-05,"PAPER - TEXTUAL DOCUMENT","WITHHELD","DIRECTOR","4/26/2018","CABLE:REQUEST FOR ASSISTANCE","JFK-M-11 : F1 : 1999.02.03.14:46:47:936120 : CIA CORRESPONDENCE RE ARRB"
